,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,bathrooms_bedrooms_avg,price_category
7802,1,1000,1200,Harlingen,TX,26.19,-97.7023,RentLingo,0,0,0,0,0,0,0,1,0,0,1,0,2.5,Bajo
1450,0,1047,558,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
7859,0,3825,1214,Boston,MA,42.328,-71.071,RentDigs.com,1,0,1,1,0,1,1,1,0,0,1,0,2.0,Alto
6845,1,1225,1030,Addison,IL,41.9323,-88.0048,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
5167,1,1650,827,Trenton,NJ,40.2206,-74.7174,RentDigs.com,0,0,0,0,0,0,0,0,1,1,0,0,1.0,Alto
7912,0,875,1232,Winston Salem,NC,36.1007,-80.2652,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
5815,1,2795,900,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
7430,1,2285,1129,Gaithersburg,MD,39.1396,-77.1914,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,1,2.0,Alto
5418,1,995,850,Saint Louis,MO,38.6274,-90.304,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
6867,1,2305,1036,Wayne,NJ,40.9472,-74.2427,RentDigs.com,1,0,1,1,0,1,1,1,1,1,1,0,2.0,Alto
3992,1,1545,743,Houston,TX,29.7714,-95.4343,RentLingo,1,1,1,0,1,0,1,1,1,1,1,1,1.0,Alto
7395,0,1549,1123,Las Vegas,NV,36.1132,-115.2754,RentDigs.com,0,0,0,0,0,1,0,1,0,0,0,0,2.0,Alto
4428,0,750,770,High Point,NC,35.9709,-80.0068,Other,0,0,0,0,0,0,0,1,0,0,0,1,1.0,Bajo
3098,1,1020,686,Glen Burnie,MD,39.1627,-76.6354,RentDigs.com,1,0,1,0,0,0,1,0,1,1,1,0,1.0,Medio
8325,1,1350,1391,Tea,SD,43.4468,-96.8378,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,2.5,Medio
4474,1,1299,775,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,1,1,0,1,0,0,1.0,Medio
1514,0,1475,564,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,1.5,Medio
2313,1,1299,635,Tacoma,WA,47.2154,-122.4608,RentLingo,1,0,1,0,1,0,1,0,1,1,1,1,1.0,Medio
8447,1,1525,1454,Pensacola,FL,30.4528,-87.2644,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
1451,0,960,558,San Antonio,TX,29.4624,-98.5253,RentLingo,0,1,0,0,0,1,0,0,0,1,0,1,1.0,Bajo
2020,1,650,610,Greensboro,NC,36.0909,-79.9272,RentDigs.com,1,1,1,1,1,1,0,0,1,1,1,1,1.0,Bajo
6275,1,1120,950,Hampton,VA,37.0483,-76.4118,RentDigs.com,0,1,1,0,1,1,0,0,1,0,0,1,1.5,Medio
4829,1,1219,800,Ann Arbor,MI,42.2711,-83.745,RentLingo,0,0,1,0,0,0,0,1,1,1,1,1,1.0,Medio
9051,1,2200,2200,Canonsburg,PA,40.2744,-80.1536,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.5,Alto
4718,1,1530,794,Denver,CO,39.736,-104.9819,RentLingo,0,1,1,0,1,0,1,0,1,1,1,0,1.0,Alto
838,1,1417,489,Pico Rivera,CA,33.9883,-118.0875,RentDigs.com,0,1,1,0,0,1,1,1,1,1,0,0,1.5,Medio
9159,1,3395,2781,Portland,OR,45.5091,-122.6449,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.5,Alto
2374,0,685,640,Grand Forks,ND,47.9179,-97.0658,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
6121,1,1100,930,Henrico,VA,37.6249,-77.4948,RentDigs.com,0,0,0,1,0,1,0,0,1,1,0,0,2.0,Medio
3194,1,1490,694,Denver,CO,39.6847,-104.9263,RentDigs.com,0,0,0,0,0,1,0,0,1,1,0,0,1.0,Alto
7503,1,750,1140,Lafayette,IN,40.3613,-86.9005,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
3660,0,2165,720,Pasadena,CA,34.1375,-118.1656,RentDigs.com,0,1,0,0,0,1,0,1,0,0,0,0,1.0,Alto
8202,1,2390,1325,Kansas City,MO,39.0744,-94.5521,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
7771,1,1650,1200,Madison,WI,43.0724,-89.4003,RentLingo,1,0,1,0,0,0,1,1,1,0,1,0,1.5,Alto
450,1,500,400,Greensboro,NC,36.0646,-79.8238,RentDigs.com,0,0,0,0,0,0,0,1,0,0,1,0,0.5,Bajo
6218,0,1840,944,Hawthorne,CA,33.9136,-118.3527,RentDigs.com,1,0,1,0,0,1,0,1,1,0,0,1,2.0,Alto
1714,1,1215,586,Atlanta,GA,33.7848,-84.3922,RentLingo,0,0,0,0,0,0,0,1,0,1,0,0,1.0,Medio
6068,1,895,920,Sioux Falls,SD,43.5329,-96.7265,RentLingo,0,0,1,0,0,0,1,1,0,0,1,0,1.0,Bajo
7065,1,1240,1071,Raleigh,NC,35.7488,-78.6369,RentDigs.com,1,1,1,1,0,1,0,1,1,1,0,1,2.0,Medio
339,0,2874,382,San Francisco,CA,37.7599,-122.4379,RentLingo,1,0,1,0,0,0,1,1,0,0,1,0,1.5,Alto
6599,0,2250,1000,Jersey City,NJ,40.722,-74.0644,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
8890,0,3600,1875,Orange,CA,33.8103,-117.8473,Other,0,0,0,1,0,0,0,1,0,0,0,0,3.0,Alto
4322,1,1406,760,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.5,Medio
7755,0,2022,1200,Greenbelt,MD,38.9974,-76.8818,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,1,2.0,Alto
2670,0,1090,657,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,1,0,0,0,0,0,0,1.0,Medio
1419,1,510,550,Van Buren,AR,35.4441,-94.3428,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
34,1,525,230,Memphis,TN,35.1211,-89.9517,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
8554,1,1499,1503,Riverview,FL,27.8492,-82.3155,RentLingo,0,0,1,0,1,0,0,0,0,0,1,0,2.5,Alto
8906,1,1850,1898,Amarillo,TX,35.1872,-101.8587,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
3467,0,990,703,Arlington,TX,32.7767,-97.0816,RentDigs.com,0,1,0,0,0,1,0,1,0,0,0,0,1.0,Bajo
8342,1,2058,1400,Urbana,IL,40.1171,-88.1889,RentLingo,1,1,1,0,1,0,1,1,1,1,1,1,2.0,Alto
1410,0,600,550,Springdale,AR,34.678,-92.7603,Other,0,0,0,0,0,0,0,1,0,0,1,0,1.0,Bajo
7435,0,1050,1129,Streetsboro,OH,41.247,-81.3442,RentDigs.com,1,0,1,0,0,0,1,0,1,0,0,0,2.5,Medio
2170,1,1029,624,Ann Arbor,MI,42.2711,-83.745,RentLingo,0,0,1,0,0,0,0,1,1,1,1,0,1.0,Medio
4339,0,630,760,Springfield,MO,37.1892,-93.2908,RentLingo,0,0,1,0,1,0,1,1,0,0,1,0,1.5,Bajo
889,1,2160,500,West Hollywood,CA,34.0939,-118.3801,RentDigs.com,1,0,1,1,1,1,0,1,1,1,1,0,1.0,Alto
8678,0,1995,1601,Boise,ID,43.6046,-116.2475,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
3381,1,900,700,Las Vegas,NV,36.1554,-115.1733,RentLingo,0,1,1,0,0,0,1,1,1,1,1,1,1.0,Bajo
6188,1,1350,939,Norman,OK,35.2505,-97.4596,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,1,2.0,Medio
2244,0,1607,630,Renton,WA,47.4831,-122.1298,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,1,1.5,Alto
4525,1,1610,779,Herndon,VA,38.9554,-77.386,RentLingo,0,0,1,0,0,0,0,1,0,1,1,0,1.0,Alto
4461,1,1125,774,Phoenix,AZ,33.5178,-112.0848,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
3834,1,1298,730,Beaverton,OR,45.4851,-122.8349,RentLingo,0,0,1,1,0,0,0,1,0,1,1,0,1.0,Medio
8740,0,2600,1675,Charlottesville,VA,38.041,-78.4898,Other,0,0,1,0,0,0,0,0,0,0,1,1,1.5,Alto
7801,1,1095,1200,Waverly,IA,42.7162,-92.4256,RentLingo,0,0,1,0,1,0,0,1,1,0,1,0,2.0,Medio
432,0,850,400,Houston,TX,29.7714,-95.4343,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
1654,0,2036,580,Los Angeles,CA,34.07,-118.3501,RentDigs.com,0,0,0,0,0,1,0,0,0,0,0,0,1.5,Alto
178,1,1900,275,Corona Del Mar,CA,33.6019,-117.8637,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,0.5,Alto
6771,0,1850,1017,Centreville,VA,38.835,-77.4652,Other,0,0,0,0,0,1,0,1,0,1,0,0,2.0,Alto
3592,1,2098,715,Rockville,MD,39.0521,-77.119,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Alto
7725,1,1500,1195,Brunswick,OH,41.2473,-81.8259,RentLingo,0,0,1,0,0,0,1,1,0,1,1,0,2.0,Alto
3290,1,1495,700,Saint Paul,MN,44.9405,-93.1027,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
1886,1,850,600,Bloomington,IN,39.1471,-86.5136,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
3519,1,1295,708,Phoenix,AZ,33.5178,-112.0848,RentLingo,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Medio
1786,0,915,597,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
1590,1,2120,573,Kirkland,WA,47.6869,-122.1896,RentDigs.com,0,0,0,1,0,1,0,1,0,0,1,1,1.5,Alto
6146,0,1714,935,Dallas,TX,32.787,-96.7983,Other,0,0,1,0,0,0,1,1,0,1,1,0,1.0,Alto
3948,0,1461,740,Austin,TX,30.2989,-97.7079,RentLingo,0,0,0,0,0,0,0,0,0,0,0,1,1.0,Medio
2181,1,1495,625,Maple Valley,WA,47.3949,-122.0287,RentDigs.com,0,1,0,0,0,1,0,1,0,1,0,1,1.0,Alto
5654,1,675,875,Weslaco,TX,26.1596,-97.989,RentLingo,0,0,1,0,0,0,1,1,0,0,1,0,2.0,Bajo
4140,0,1035,750,Denver,CO,39.7025,-104.9311,RentDigs.com,1,0,0,1,1,1,0,0,0,1,1,0,1.5,Medio
2069,1,975,615,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,1,0,1,1,0,1.0,Bajo
5912,0,850,900,Ames,IA,42.0259,-93.6516,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
5145,1,1346,825,Winston Salem,NC,36.1036,-80.2159,RentDigs.com,1,0,1,0,0,1,1,1,0,1,0,1,1.0,Medio
1121,0,1805,522,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
880,0,1665,498,Hanover,MD,39.1649,-76.7156,RentDigs.com,1,0,1,0,0,1,1,1,1,0,1,0,1.5,Alto
8139,0,1295,1300,Hartford,CT,41.7566,-72.689,RentDigs.com,0,0,1,1,0,0,0,1,1,0,0,0,1.5,Medio
6459,1,1570,975,Silver Spring,MD,39.0128,-76.9812,RentDigs.com,1,0,1,0,0,1,0,0,1,1,1,0,2.0,Alto
3542,0,3005,710,Jersey City,NJ,40.722,-74.0644,RentDigs.com,0,0,0,1,0,0,0,0,1,1,0,1,1.0,Alto
7039,1,1275,1065,Colorado Springs,CO,38.8862,-104.7389,RentDigs.com,1,0,1,1,0,0,0,1,0,0,1,0,2.0,Medio
4336,1,744,760,Fayetteville,AR,36.0785,-94.1531,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Bajo
1209,0,945,530,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
7031,0,1518,1064,Federal Way,WA,47.3045,-122.3726,RentDigs.com,0,1,0,1,0,0,0,1,0,1,0,1,2.0,Alto
6848,1,2977,1031,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
5050,0,1595,817,Mcminnville,OR,45.2066,-123.2167,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
1706,0,700,585,Houston,TX,29.7714,-95.4343,RentLingo,0,0,0,0,0,1,0,0,0,0,0,0,1.0,Bajo
1158,1,900,525,Dallas,TX,32.8212,-96.7853,RentLingo,1,1,1,1,0,0,0,1,1,1,1,0,1.0,Bajo
2306,0,1100,634,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Medio
7568,1,1095,1154,Lithonia,GA,33.6795,-84.1596,RentDigs.com,0,0,0,1,0,1,0,1,1,1,0,1,2.0,Medio
8095,0,815,1290,Dayton,OH,39.7479,-84.1594,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
5613,0,1109,872,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Medio
6084,1,1575,924,Bremerton,WA,47.5968,-122.7026,RentLingo,1,1,1,1,0,0,0,1,1,1,1,0,2.0,Alto
8718,1,1799,1650,Omaha,NE,41.2562,-96.0404,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
8086,1,1150,1287,Cincinnati,OH,39.1679,-84.4933,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Medio
6868,0,2305,1036,Wayne,NJ,40.9472,-74.2427,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,1,2.0,Alto
4075,0,2500,750,Santa Monica,CA,34.0231,-118.4811,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
4775,1,2105,800,Westfield,NJ,40.649,-74.3464,RentDigs.com,1,0,1,0,0,0,0,1,0,1,0,0,1.5,Alto
1564,0,999,570,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Bajo
1782,1,800,596,Springfield,MO,37.1892,-93.2908,RentLingo,1,0,1,0,0,0,1,1,0,1,1,0,1.0,Bajo
6536,0,920,988,Arlington,TX,32.7583,-97.088,RentDigs.com,0,0,1,1,0,0,0,0,0,0,0,0,2.0,Bajo
5156,1,700,825,Muncie,IN,40.2057,-85.4,RentLingo,1,0,1,0,1,0,1,1,1,0,1,0,1.5,Bajo
3455,0,949,702,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Bajo
904,1,1410,500,Fairfax,VA,38.8488,-77.3296,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
8931,0,2100,1944,Longmont,CO,40.162,-105.1342,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
7894,1,1175,1224,Greenwood,IN,39.6093,-86.139,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,2.5,Medio
7753,0,2320,1200,Silver Spring,MD,39.0017,-77.0353,RentDigs.com,1,0,0,0,0,1,0,1,0,0,0,0,2.5,Alto
5310,0,805,843,Minot,ND,48.2469,-101.3017,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2080,1,1025,616,Windsor,WI,43.2128,-89.3435,RentLingo,1,0,1,1,1,0,1,1,1,0,1,1,1.0,Medio
1565,0,905,570,Kyle,TX,30.0066,-97.8071,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
5803,1,769,898,Longview,TX,32.5145,-94.7538,Other,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
7677,0,1795,1184,Bloomfield,CT,41.8407,-72.7423,RentDigs.com,0,1,0,0,0,1,0,1,1,1,0,0,2.0,Alto
5402,1,1135,850,Randallstown,MD,39.3754,-76.8054,RentDigs.com,1,0,1,0,0,1,0,0,1,0,1,0,1.5,Medio
6785,1,1337,1020,Forest Lake,MN,45.2764,-92.9901,RentLingo,1,0,1,0,0,0,1,1,0,0,1,1,2.0,Medio
5229,1,1092,833,Dallas,TX,33.0023,-96.8406,RentDigs.com,0,1,0,0,0,0,0,0,0,0,0,0,1.0,Medio
8843,0,995,1800,Oxford,AL,33.6091,-85.837,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
6743,1,1250,1011,Dallas,TX,33.0023,-96.8406,RentDigs.com,0,1,1,1,0,1,1,0,1,1,0,0,1.5,Medio
5441,1,850,850,Omaha,NE,41.2562,-96.0404,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
1113,0,830,520,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2646,1,985,654,Houston,TX,29.7714,-95.4343,RentLingo,0,0,0,0,0,1,0,1,1,1,0,1,1.0,Bajo
3438,1,1622,701,Tampa,FL,28.0076,-82.4792,RentLingo,1,1,1,0,1,0,1,1,1,1,1,1,1.0,Alto
6051,1,1920,919,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,1,1,0,1,1,0,1.0,Alto
5048,1,745,816,Ames,IA,42.0259,-93.6516,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
5523,1,1198,860,Ann Arbor,MI,42.2711,-83.745,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
2300,0,2715,634,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,1,0,0,0,0,0,1,0,1,0,0,1.5,Alto
5920,0,815,900,Bismarck,ND,46.8013,-100.7562,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
254,1,800,335,Des Moines,IA,41.5927,-93.6276,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5938,1,695,900,Sioux Falls,SD,43.5329,-96.7265,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
8661,1,3000,1600,Brooklyn,NY,40.6496,-73.9596,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
4919,1,910,801,Cincinnati,OH,39.1912,-84.4615,RentDigs.com,0,0,1,1,0,1,0,0,0,1,0,1,1.0,Bajo
6260,1,1387,950,Denton,TX,33.1993,-97.1268,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,2.0,Medio
5960,1,1265,903,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,1,0,1.0,Medio
8988,1,1449,2042,Gastonia,NC,35.224,-81.1809,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Medio
6067,0,910,920,Columbia,SC,33.9901,-80.9964,Other,0,0,1,0,1,0,0,0,1,0,1,0,2.0,Bajo
5672,1,1470,879,Midland,TX,32.0057,-102.1036,RentLingo,1,0,1,0,1,0,1,1,1,1,1,0,1.0,Medio
2589,0,640,650,Des Moines,IA,41.5927,-93.6276,Other,0,0,0,0,1,0,0,0,0,0,1,0,1.0,Bajo
5257,0,1600,837,Lawrence,NJ,40.2659,-74.6959,RentDigs.com,0,0,0,0,0,0,0,1,1,1,0,0,1.5,Alto
3245,0,1200,698,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
303,0,670,360,Madison,WI,43.0724,-89.4003,RentLingo,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Bajo
5265,1,2695,840,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
5646,0,1150,875,Des Plaines,IL,42.0341,-87.8937,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
5459,1,699,850,Stillwater,OK,36.1228,-97.0692,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
3102,1,1430,687,Woodbridge,VA,38.6487,-77.3152,RentLingo,0,0,1,0,0,0,0,0,1,1,1,1,1.0,Medio
3497,1,718,705,Houston,TX,29.7714,-95.4343,RentLingo,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Bajo
3315,1,1259,700,Denver,CO,39.736,-104.9819,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
1436,0,860,554,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Bajo
3328,1,1105,700,Cincinnati,OH,39.1679,-84.4933,RentLingo,1,0,0,0,0,0,1,1,1,0,1,0,1.0,Medio
6769,1,2820,1017,West Hollywood,CA,34.0939,-118.3801,RentDigs.com,1,0,1,0,1,1,1,1,0,1,1,0,1.0,Alto
376,0,1580,400,UNK,UNK,,UNK,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Alto
1869,0,1000,600,Lake Worth,FL,26.6138,-80.0897,Other,0,0,1,0,1,0,0,0,0,1,1,0,1.0,Bajo
4233,1,1166,752,Houston,TX,29.7714,-95.4343,RentLingo,0,0,0,0,0,0,0,1,0,1,0,0,1.0,Medio
4064,1,1490,749,Manchester,CT,41.7773,-72.5249,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Alto
1834,0,1360,600,Renton,WA,47.4608,-122.2095,RentDigs.com,0,0,1,0,1,0,1,0,1,0,0,0,1.0,Medio
1658,1,1270,580,Camas,WA,45.6112,-122.4121,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
755,1,715,472,Dallas,TX,32.878,-96.7511,RentDigs.com,0,0,1,0,0,1,0,0,1,1,0,1,1.0,Bajo
7250,0,1120,1100,Fairfield,CT,41.0541,-73.5422,Other,0,0,1,0,0,1,1,1,0,0,0,1,1.5,Medio
4844,0,1030,800,Newark,NJ,40.7394,-74.1845,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Medio
8039,1,2274,1274,Stoughton,MA,42.1246,-71.1089,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,0,2.0,Alto
290,1,695,350,Anchorage,AK,61.1723,-149.8414,RentLingo,0,0,0,0,0,0,0,0,1,0,0,0,1.5,Bajo
2236,1,1490,629,Riverside,CA,33.945,-117.4074,RentLingo,0,0,1,1,1,0,0,1,1,1,1,0,1.5,Alto
8179,1,2927,1314,Waltham,MA,42.3835,-71.2386,RentDigs.com,0,1,0,0,0,0,0,0,0,1,0,1,2.0,Alto
4405,1,3595,769,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,0,0,0,0,0,0,0,0,1,0,1.0,Alto
2118,0,899,620,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5780,0,1300,895,Denver,CO,39.7025,-104.9311,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,1,1.5,Medio
5898,1,975,900,Fairless Hills,PA,40.1755,-74.8464,RentLingo,1,0,1,0,0,0,1,1,1,0,1,0,1.0,Bajo
501,0,1399,416,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,1,0,0,1,0,0,1,1.5,Medio
3248,1,990,698,Apex,NC,35.7238,-78.8695,RentDigs.com,0,0,0,0,0,1,1,0,0,1,0,0,1.0,Bajo
7779,0,1400,1200,Bremerton,WA,47.5968,-122.7026,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
4192,1,679,750,Oklahoma City,OK,35.471,-97.5299,RentLingo,0,0,1,0,0,0,0,0,1,1,1,0,1.0,Bajo
1539,1,1000,567,UNK,UNK,39.8163,-98.5576,RentLingo,1,1,1,0,1,0,0,1,1,0,1,0,1.5,Bajo
5190,0,1875,830,Rahway,NJ,40.6077,-74.2824,RentDigs.com,0,0,0,0,0,1,1,1,1,0,0,1,1.5,Alto
1211,1,640,530,Davenport,IA,41.5486,-90.5922,RentLingo,1,1,0,0,0,0,0,1,1,0,1,0,1.0,Bajo
2996,1,1600,679,Madison,WI,43.0724,-89.4003,RentLingo,1,0,1,0,1,0,1,1,1,0,1,1,1.0,Alto
7958,1,3895,1247,Los Angeles,CA,34.0911,-118.343,RentDigs.com,0,0,1,0,0,0,0,1,0,0,1,0,3.0,Alto
8418,1,2550,1440,Seattle,WA,47.616,-122.3275,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
672,1,500,450,Carbondale,IL,37.7262,-89.2229,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
6754,1,1768,1014,Auburn,WA,47.3078,-122.263,RentDigs.com,0,1,0,0,0,1,0,1,0,1,0,0,2.0,Alto
7915,1,1775,1233,Irondale,AL,33.5407,-86.6852,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
6156,1,850,935,Council Bluffs,IA,41.26,-95.8358,RentLingo,1,1,1,1,1,0,1,1,1,1,1,1,1.0,Bajo
7828,0,1631,1203,Las Vegas,NV,36.0993,-115.2838,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
5397,1,1200,850,Cincinnati,OH,39.1679,-84.4933,RentLingo,0,0,1,0,0,0,0,1,1,0,1,0,1.0,Medio
8187,0,3415,1320,Pasadena,CA,34.1375,-118.1656,RentDigs.com,0,0,0,0,0,0,0,1,1,1,0,0,2.0,Alto
1464,0,1565,560,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,1,0,1,0,1,0,1,1.0,Alto
4319,1,1595,760,Millburn,NJ,40.7236,-74.3006,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
8772,1,1575,1705,Morrow,GA,33.5868,-84.3261,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,3.0,Alto
1192,0,1399,529,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
7627,1,1075,1173,Edmond,OK,35.6217,-97.4702,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,0,2.0,Medio
3307,1,1335,700,Mountlake Terrace,WA,47.7921,-122.3045,RentLingo,0,0,1,0,0,0,0,0,1,1,0,0,1.0,Medio
2264,1,933,630,Dallas,TX,32.9661,-96.7988,RentDigs.com,0,0,0,1,0,0,0,1,0,1,0,1,1.0,Bajo
5682,0,1410,880,Nashua,NH,42.7527,-71.4854,RentDigs.com,1,0,1,0,0,0,0,0,1,0,0,1,1.5,Medio
421,1,895,400,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
505,1,1175,418,Portland,OR,45.5091,-122.6449,RentLingo,1,0,1,0,1,0,1,1,0,0,1,0,1.5,Medio
6858,1,1490,1034,Denver,CO,39.9041,-105.007,RentDigs.com,1,0,1,1,0,1,0,1,1,1,1,0,2.0,Alto
2623,0,1103,652,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Medio
